timestamp,ts,rater,test,item_id,response,response2,elapsed_s,note,score,use,effect,strength,reverb,treatment,style,level_db,bed_type,a_is_staged,a_is_reverb,pair_kind,has_melody,clip_id,drone,bed_id,superseded_audio,is_tester,clean
2026-08-15T17:28:33,2026-08-15 17:28:33,rater_b667,reverb_clips,vtrans_028__long_bright,negative,maybe,16.08,,-1.0,0.5,,,long_bright,,,,,,,,,vtrans_028,,,False,False,True
2026-08-15T17:28:48,2026-08-15 17:28:48,rater_b667,reverb_clips,vtrans_002__long_bright,negative,maybe,14.64,,-1.0,0.5,,,long_bright,,,,,,,,,vtrans_002,,,False,False,True
2026-08-15T17:28:59,2026-08-15 17:28:59,rater_b667,reverb_clips,vtrans_002__dry,negative,yes,11.15,,-1.0,1.0,,,dry,,,,,,,,,vtrans_002,,,False,False,True
2026-08-15T17:29:09,2026-08-15 17:29:09,rater_b667,reverb_clips,vtrans_028__brutalism,negative,no,10.76,,-1.0,0.0,,,brutalism,,,,,,,,,vtrans_028,,,False,False,True
2026-08-15T17:29:22,2026-08-15 17:29:22,rater_b667,reverb_clips,vtrans_028__stairwell,negative,no,12.2,,-1.0,0.0,,,stairwell,,,,,,,,,vtrans_028,,,False,False,True
2026-08-15T17:29:35,2026-08-15 17:29:35,rater_b667,reverb_clips,vwander_020__stairwell,neutral,maybe,13.39,,0.0,0.5,,,stairwell,,,,,,,,,vwander_020,,,False,False,True
2026-08-15T17:29:46,2026-08-15 17:29:46,rater_b667,reverb_clips,vtrans_013__brutalism,neutral,maybe,11.34,,0.0,0.5,,,brutalism,,,,,,,,,vtrans_013,,,False,False,True
2026-08-15T17:29:56,2026-08-15 17:29:56,rater_b667,reverb_clips,vwander_020__brutalism,neutral,yes,9.34,,0.0,1.0,,,brutalism,,,,,,,,,vwander_020,,,False,False,True
2026-08-15T17:30:09,2026-08-15 17:30:09,rater_b667,reverb_clips,vwander_049__long_dark,negative,no,13.1,,-1.0,0.0,,,long_dark,,,,,,,,,vwander_049,,,False,False,True
2026-08-15T17:30:19,2026-08-15 17:30:19,rater_b667,reverb_clips,vtrans_028__nature,neutral,maybe,10.03,,0.0,0.5,,,nature,,,,,,,,,vtrans_028,,,False,False,True
2026-08-15T17:30:30,2026-08-15 17:30:30,rater_b667,reverb_clips,vtrans_028__dry,neutral,no,11.59,,0.0,0.0,,,dry,,,,,,,,,vtrans_028,,,False,False,True
2026-08-15T17:30:42,2026-08-15 17:30:42,rater_b667,reverb_clips,vwander_020__dry,neutral,no,11.97,,0.0,0.0,,,dry,,,,,,,,,vwander_020,,,False,False,True
2026-08-15T17:30:53,2026-08-15 17:30:53,rater_b667,reverb_clips,vtrans_013__long_bright,negative,no,10.95,,-1.0,0.0,,,long_bright,,,,,,,,,vtrans_013,,,False,False,True
2026-08-15T17:31:05,2026-08-15 17:31:05,rater_b667,reverb_clips,vwander_049__long_bright,positive,no,11.64,,1.0,0.0,,,long_bright,,,,,,,,,vwander_049,,,False,False,True
2026-08-15T17:31:15,2026-08-15 17:31:15,rater_b667,reverb_clips,vwander_049__stairwell,positive,maybe,10.4,,1.0,0.5,,,stairwell,,,,,,,,,vwander_049,,,False,False,True
2026-08-15T17:31:26,2026-08-15 17:31:26,rater_b667,reverb_clips,vwander_049__dry,positive,yes,11.08,,1.0,1.0,,,dry,,,,,,,,,vwander_049,,,False,False,True
2026-08-15T17:31:39,2026-08-15 17:31:39,rater_b667,reverb_clips,vtrans_002__long_dark,positive,yes,12.48,,1.0,1.0,,,long_dark,,,,,,,,,vtrans_002,,,False,False,True
2026-08-15T17:31:50,2026-08-15 17:31:50,rater_b667,reverb_clips,vwander_020__nature,positive,yes,10.77,,1.0,1.0,,,nature,,,,,,,,,vwander_020,,,False,False,True
2026-08-15T17:32:00,2026-08-15 17:32:00,rater_b667,reverb_clips,vwander_049__brutalism,positive,maybe,10.47,,1.0,0.5,,,brutalism,,,,,,,,,vwander_049,,,False,False,True
2026-08-15T17:32:20,2026-08-15 17:32:20,rater_b667,reverb_clips,vtrans_019__long_bright,neutral,maybe,19.38,,0.0,0.5,,,long_bright,,,,,,,,,vtrans_019,,,False,False,True
2026-08-15T17:32:35,2026-08-15 17:32:35,rater_b667,reverb_clips,vwander_020__long_dark,neutral,no,15.57,,0.0,0.0,,,long_dark,,,,,,,,,vwander_020,,,False,False,True
2026-08-15T17:32:44,2026-08-15 17:32:44,rater_b667,reverb_clips,vtrans_019__dry,neutral,no,8.99,,0.0,0.0,,,dry,,,,,,,,,vtrans_019,,,False,False,True
2026-08-15T17:32:55,2026-08-15 17:32:55,rater_b667,reverb_clips,vtrans_002__brutalism,neutral,no,10.49,,0.0,0.0,,,brutalism,,,,,,,,,vtrans_002,,,False,False,True
2026-08-15T17:33:05,2026-08-15 17:33:05,rater_b667,reverb_clips,vtrans_019__nature,neutral,no,10.14,,0.0,0.0,,,nature,,,,,,,,,vtrans_019,,,False,False,True
2026-08-15T17:33:16,2026-08-15 17:33:16,rater_b667,reverb_clips,vwander_049__nature,negative,yes,11.03,,-1.0,1.0,,,nature,,,,,,,,,vwander_049,,,False,False,True
2026-08-15T17:33:29,2026-08-15 17:33:29,rater_b667,reverb_clips,vtrans_028__long_dark,neutral,no,13.21,,0.0,0.0,,,long_dark,,,,,,,,,vtrans_028,,,False,False,True
2026-08-15T17:33:44,2026-08-15 17:33:44,rater_b667,reverb_clips,vtrans_019__long_dark,negative,no,14.85,,-1.0,0.0,,,long_dark,,,,,,,,,vtrans_019,,,False,False,True
2026-08-15T17:33:54,2026-08-15 17:33:54,rater_b667,reverb_clips,vtrans_013__nature,negative,no,9.75,,-1.0,0.0,,,nature,,,,,,,,,vtrans_013,,,False,False,True
2026-08-15T17:34:05,2026-08-15 17:34:05,rater_b667,reverb_clips,vtrans_019__brutalism,negative,no,11.63,,-1.0,0.0,,,brutalism,,,,,,,,,vtrans_019,,,False,False,True
2026-08-15T17:34:23,2026-08-15 17:34:23,rater_b667,reverb_clips,vtrans_013__dry,negative,no,17.85,,-1.0,0.0,,,dry,,,,,,,,,vtrans_013,,,False,False,True
2026-08-15T17:34:35,2026-08-15 17:34:35,rater_b667,reverb_clips,vtrans_013__stairwell,neutral,no,11.9,,0.0,0.0,,,stairwell,,,,,,,,,vtrans_013,,,False,False,True
2026-08-15T17:34:49,2026-08-15 17:34:49,rater_b667,reverb_clips,vwander_020__long_bright,positive,yes,14.48,,1.0,1.0,,,long_bright,,,,,,,,,vwander_020,,,False,False,True
2026-08-15T17:35:03,2026-08-15 17:35:03,rater_b667,reverb_clips,vtrans_013__long_dark,negative,maybe,13.59,,-1.0,0.5,,,long_dark,,,,,,,,,vtrans_013,,,False,False,True
2026-08-15T17:35:13,2026-08-15 17:35:13,rater_b667,reverb_clips,vtrans_002__stairwell,positive,maybe,9.73,,1.0,0.5,,,stairwell,,,,,,,,,vtrans_002,,,False,False,True
2026-08-15T17:35:26,2026-08-15 17:35:26,rater_b667,reverb_clips,vtrans_019__stairwell,neutral,yes,13.35,,0.0,1.0,,,stairwell,,,,,,,,,vtrans_019,,,False,False,True
2026-08-15T17:35:38,2026-08-15 17:35:38,rater_b667,reverb_clips,vtrans_002__nature,negative,yes,11.49,,-1.0,1.0,,,nature,,,,,,,,,vtrans_002,,,False,False,True
2026-08-17T13:58:25,2026-08-17 13:58:25,rater_b667,melody,v1__folk__texture__flat,neutral,yes,66.13,,0.0,1.0,,,,,folk,-16.0,,,,,True,,,,False,False,True
