timestamp,rater,session_id,block,order_index,track_id,trajectory,chain,condition,stage,scheduled_s,elapsed_s,rating
2026-07-12T12:24:28,R03,e427c4a5,-1,-1,lt_practice,practice,,practice,probe1,15.0,19.3,1.0
2026-07-12T12:24:47,R03,e427c4a5,-1,-1,lt_practice,practice,,practice,probe2,35.0,38.8,-1.0
2026-07-12T12:25:11,R03,e427c4a5,-1,-1,lt_practice,practice,,practice,overall,60.0,62.3,0.0
2026-07-12T12:26:03,R03,e427c4a5,0,0,lt_down_c2_noarc,down,2.0,noarc,probe1,42.0,48.7,0.0
2026-07-12T12:26:28,R03,e427c4a5,0,0,lt_down_c2_noarc,down,2.0,noarc,probe2,70.0,73.9,-1.0
2026-07-12T12:27:13,R03,e427c4a5,0,0,lt_down_c2_noarc,down,2.0,noarc,probe3,112.0,119.1,0.0
2026-07-12T12:27:15,R03,e427c4a5,0,0,lt_down_c2_noarc,down,2.0,noarc,overall,120.0,121.4,0.0
2026-07-12T13:40:07,R11,5e1b3599,-1,-1,lt_practice,practice,,practice,probe1,15.0,20.5,0.0
2026-07-12T13:40:27,R11,5e1b3599,-1,-1,lt_practice,practice,,practice,probe2,35.0,41.4,-1.0
2026-07-12T13:40:54,R11,5e1b3599,-1,-1,lt_practice,practice,,practice,overall,60.0,67.9,1.0
2026-07-12T13:41:48,R11,5e1b3599,0,0,lt_up_c2_noarc,up,2.0,noarc,probe1,42.0,50.3,1.0
2026-07-12T13:42:13,R11,5e1b3599,0,0,lt_up_c2_noarc,up,2.0,noarc,probe2,70.0,75.4,1.0
2026-07-12T13:42:53,R11,5e1b3599,0,0,lt_up_c2_noarc,up,2.0,noarc,probe3,112.0,115.3,0.0
2026-07-12T14:34:48,R12,81f12c95,-1,-1,lt_practice,practice,,practice,probe1,15.0,21.3,1.0
2026-07-12T14:35:05,R12,81f12c95,-1,-1,lt_practice,practice,,practice,probe2,35.0,38.8,-1.0
2026-07-12T14:35:31,R12,81f12c95,-1,-1,lt_practice,practice,,practice,overall,60.0,64.9,-1.0
2026-07-12T14:48:27,R12,81f12c95,0,0,lt_down_c1_arc_majend,down,1.0,arc_majend,probe1,40.0,43.6,-1.0
2026-07-12T14:48:59,R12,81f12c95,0,0,lt_down_c1_arc_majend,down,1.0,arc_majend,probe2,72.0,75.5,1.0
2026-07-12T14:49:38,R12,81f12c95,0,0,lt_down_c1_arc_majend,down,1.0,arc_majend,probe3,112.0,114.5,0.0
