timestamp,rater,session_id,block,order_index,track_id,trajectory,chain,condition,stage,scheduled_s,elapsed_s,rating
2026-07-12T11:43:47,R12,5e836502,-1,-1,lt_practice,practice,,practice,probe1,15.0,17.6,1.0
2026-07-12T11:44:13,R12,5e836502,-1,-1,lt_practice,practice,,practice,probe2,35.0,44.5,1.0
2026-07-12T11:44:34,R12,5e836502,-1,-1,lt_practice,practice,,practice,overall,60.0,65.1,0.0
2026-07-12T11:45:21,R12,5e836502,0,0,lt_down_c1_arc_majend,down,1,arc_majend,probe1,40.0,41.4,-1.0
2026-07-12T11:45:55,R12,5e836502,0,0,lt_down_c1_arc_majend,down,1,arc_majend,probe2,72.0,74.9,1.0
2026-07-12T11:46:34,R12,5e836502,0,0,lt_down_c1_arc_majend,down,1,arc_majend,probe3,112.0,113.6,-1.0
2026-07-12T11:46:41,R12,5e836502,0,0,lt_down_c1_arc_majend,down,1,arc_majend,overall,120.0,121.4,-1.0
2026-07-12T11:47:32,R12,5e836502,0,1,lt_up_c1_arc_majend,up,1,arc_majend,probe1,40.0,44.1,1.0
2026-07-12T11:48:03,R12,5e836502,0,1,lt_up_c1_arc_majend,up,1,arc_majend,probe2,72.0,75.4,0.0
2026-07-12T11:48:41,R12,5e836502,0,1,lt_up_c1_arc_majend,up,1,arc_majend,probe3,112.0,113.7,-1.0
2026-07-12T11:48:51,R12,5e836502,0,1,lt_up_c1_arc_majend,up,1,arc_majend,overall,120.0,123.8,0.0
2026-07-12T11:52:02,R12,5e836502,0,2,lt_down_c2_noarc,down,2,noarc,probe1,42.0,47.5,0.0
2026-07-12T11:52:29,R12,5e836502,0,2,lt_down_c2_noarc,down,2,noarc,probe2,70.0,73.9,-1.0
2026-07-12T11:53:09,R12,5e836502,0,2,lt_down_c2_noarc,down,2,noarc,probe3,112.0,114.6,0.0
2026-07-12T11:53:19,R12,5e836502,0,2,lt_down_c2_noarc,down,2,noarc,overall,120.0,124.5,0.0
